MOF,PLD,Dimen
qmof-9a8dcf2.res,1.1562,nan
qmof-9aa2c89.res,5.99497,3
qmof-9ab47e7.res,1.05387,nan
qmof-9ab4e0a.res,9.82337,1
qmof-9ab9d41.res,0.76892,nan
qmof-9ad6bff.res,19.03838,3
qmof-9ad95f0.res,12.81787,3
qmof-9adf032.res,8.92662,3
qmof-9ae4594.res,5.73897,1
qmof-9ae4bed.res,0.94052,nan
qmof-9aedda6.res,0.9728,nan
qmof-9afa0ab.res,0.93222,nan
qmof-9b0abc5.res,0.76337,nan
qmof-9b11723.res,7.81547,3
qmof-9b166b1.res,10.54161,3
qmof-9b1866d.res,9.56857,3
qmof-9b1d1ca.res,7.69038,3
qmof-9b20de3.res,9.99971,1
qmof-9b21ed3.res,0.67545,nan
qmof-9b25d13.res,1.69034,nan
qmof-9b2e2e4.res,5.4471,1
qmof-9b3ec9f.res,1.39546,nan
qmof-9b41c8c.res,7.15025,3
qmof-9b52dea.res,11.67533,3
qmof-9b6e28a.res,4.17076,3
qmof-9b71bbe.res,1.11391,nan
qmof-9b8979a.res,4.85986,3
qmof-9b906f4.res,1.24312,nan
qmof-9b94528.res,2.90923,1
qmof-9bb222f.res,5.63366,1
qmof-9bc384e.res,0.76073,nan
qmof-9bca83d.res,1.15496,nan
qmof-9bd33a1.res,7.55637,2
qmof-9bd849f.res,9.05211,1
qmof-9be2d4c.res,4.24506,2
qmof-9bfb63d.res,1.35191,nan
qmof-9c01853.res,1.79241,nan
qmof-9c01d44.res,7.19702,3
qmof-9c038df.res,1.07569,nan
qmof-9c045d9.res,8.51031,3
qmof-9c04dab.res,5.44221,3
qmof-9c0ae5c.res,10.63585,3
qmof-9c10b27.res,0.83805,nan
qmof-9c15737.res,22.01102,3
qmof-9c2153d.res,7.839,3
qmof-9c2a24b.res,6.60374,1
qmof-9c2bfdc.res,1.0479,nan
qmof-9c38e24.res,1.47183,nan
qmof-9c3f141.res,3.11253,3
qmof-9c45fa9.res,7.60593,1
qmof-9c487ce.res,2.01571,nan
qmof-9c49b78.res,0.68356,nan
qmof-9c5f912.res,5.89739,3
qmof-9c61283.res,7.02468,3
qmof-9c7b613.res,1.08193,nan
qmof-9c8ecba.res,3.2683,1
qmof-9c92284.res,6.71907,3
qmof-9c92382.res,4.1282,3
qmof-9cac9d3.res,0.7882,nan
qmof-9cace33.res,1.02164,nan
qmof-9cb58fb.res,1.48609,nan
qmof-9cbb73b.res,8.10021,3
qmof-9cc2146.res,2.51582,1
qmof-9cc65c5.res,4.75979,1
qmof-9cc6ad7.res,4.16821,1
qmof-9ccd37c.res,0.7924,nan
qmof-9cd754e.res,11.33847,3
qmof-9cec9af.res,9.6908,3
qmof-9cf785b.res,0.89028,nan
qmof-9cf98a2.res,2.25241,nan
qmof-9d147d8.res,0.99667,nan
qmof-9d1bd41.res,6.39771,3
qmof-9d25bea.res,22.14568,1
qmof-9d28a0a.res,7.26001,2
qmof-9d2a0e4.res,10.57017,3
qmof-9d35285.res,8.39747,3
qmof-9d46947.res,1.04163,nan
qmof-9d4ba9c.res,11.06561,3
qmof-9d51105.res,0.90125,nan
qmof-9d5a46c.res,1.24633,nan
qmof-9d6b8f5.res,4.03597,1
qmof-9d70000.res,3.11908,2
qmof-9d71d13.res,0.85894,nan
qmof-9d92695.res,2.81064,1
qmof-9d9ec39.res,1.58531,nan
qmof-9db0389.res,10.72165,3
qmof-9dbd92a.res,9.60047,3
qmof-9dc0829.res,4.73394,2
qmof-9dc3e5a.res,9.10386,3
qmof-9dc5e14.res,1.93952,nan
qmof-9dcc05b.res,3.07446,1
qmof-9dce9f9.res,1.08403,nan
qmof-9dd9532.res,1.12322,nan
qmof-9df1bb0.res,1.40301,nan
qmof-9df2e53.res,1.30341,nan
qmof-9df80d1.res,3.53596,1
qmof-9df89ca.res,4.97829,3
qmof-9e05c25.res,6.72578,2
qmof-9e11bc9.res,8.25339,1
qmof-9e15453.res,1.5634,nan
qmof-9e26cd7.res,1.26428,nan
qmof-9e2ce18.res,4.12664,2
qmof-9e2ec4d.res,6.41073,1
qmof-9e3175c.res,1.59565,nan
qmof-9e3b867.res,1.99369,nan
qmof-9e3cf39.res,3.90282,1
qmof-9e44906.res,1.63195,nan
qmof-9e477b5.res,1.05536,nan
qmof-9e4d3cd.res,0.90167,nan
qmof-9e4fd83.res,9.12633,3
qmof-9e620c1.res,3.80178,1
qmof-9e65bc4.res,4.31982,3
qmof-9e6c541.res,6.96337,1
qmof-9e703ad.res,7.69696,1
qmof-9e74cf8.res,1.10511,nan
qmof-9e7a2ea.res,7.37052,2
qmof-9e7b77a.res,11.81416,2
qmof-9ea6844.res,7.33797,3
qmof-9ebe8cd.res,1.96713,nan
qmof-9ec9550.res,3.96418,2
qmof-9ecbb7a.res,13.46535,3
qmof-9ed8501.res,2.38089,nan
qmof-9ee6b62.res,0.85833,nan
qmof-9eec513.res,0.92622,nan
qmof-9ef10eb.res,9.93228,3
qmof-9ef6fed.res,5.58517,1
qmof-9ef9d8f.res,6.26557,1
qmof-9f20c48.res,7.84017,3
qmof-9f230b5.res,6.55818,3
qmof-9f28361.res,2.39672,nan
qmof-9f2eb68.res,2.6001,1
qmof-9f30221.res,1.4755,nan
qmof-9f43bb6.res,1.2992,nan
qmof-9f49103.res,1.02512,nan
qmof-9f581d4.res,4.81447,1
qmof-9f661a9.res,3.26319,2
qmof-9f6fc7f.res,7.03744,3
qmof-9f71903.res,9.0036,3
qmof-9f78012.res,6.61841,1
qmof-9f8456f.res,1.3825,nan
qmof-9f8496b.res,1.76194,nan
qmof-9f865ef.res,1.15918,nan
qmof-9f8ac71.res,7.7723,3
qmof-9f906c1.res,1.2036,nan
qmof-9fb6152.res,2.68917,1
qmof-9fb92cc.res,0.76062,nan
qmof-9fbe71b.res,0.82613,nan
qmof-9fbf56a.res,2.03278,nan
qmof-9fd01d7.res,14.58793,3
qmof-9fd50d5.res,4.70177,3
qmof-9feb37c.res,1.20141,nan
qmof-a001201.res,1.61294,nan
qmof-a0090fa.res,1.09024,nan
qmof-a020491.res,3.15038,2
qmof-a028058.res,23.59631,1
qmof-a03e4a5.res,0.95825,nan
qmof-a04209a.res,3.58895,2
qmof-a04cf5a.res,2.34114,nan
qmof-a0704ae.res,2.48282,1
qmof-a075109.res,5.74922,1
qmof-a077195.res,1.06815,nan
qmof-a0774e6.res,1.02472,nan
qmof-a077695.res,1.34397,nan
qmof-a08abd2.res,1.28615,nan
qmof-a08bc23.res,2.58364,1
qmof-a091774.res,10.08863,3
qmof-a0931f4.res,6.73049,3
qmof-a098afb.res,0.97695,nan
qmof-a099a7e.res,3.53689,3
qmof-a0b0371.res,1.02323,nan
qmof-a0b0c6b.res,6.69045,1
qmof-a0bc446.res,12.68007,3
qmof-a0be11a.res,1.35092,nan
qmof-a0c4c71.res,2.27893,nan
qmof-a0d5dc0.res,0.97089,nan
qmof-a0db6b2.res,0.88105,nan
qmof-a0e9b68.res,1.20241,nan
qmof-a0fecb5.res,4.49838,1
qmof-a1057f3.res,1.36716,nan
qmof-a10e584.res,4.60042,3
qmof-a11ead1.res,3.35598,1
qmof-a12006c.res,0.93049,nan
qmof-a131202.res,1.88871,nan
qmof-a14235b.res,1.09171,nan
qmof-a144bb5.res,2.52164,1
qmof-a149d95.res,0.68936,nan
qmof-a1515af.res,10.49512,1
qmof-a155c71.res,2.70786,1
qmof-a157e00.res,1.24336,nan
qmof-a15b1fc.res,9.59206,3
qmof-a1630ed.res,7.23474,3
qmof-a17635d.res,10.65771,1
qmof-a17a1a7.res,1.30266,nan
qmof-a17e0c8.res,8.77944,3
qmof-a19ee17.res,6.68283,3
qmof-a1a468e.res,7.17093,3
qmof-a1a9bc1.res,5.32032,3
qmof-a1aa5be.res,7.85538,1
qmof-a1aff6a.res,0.8441,nan
qmof-a1bc243.res,1.95624,nan
qmof-a1c84c4.res,1.15214,nan
qmof-a1c8920.res,13.04131,3
qmof-a1cd150.res,0.83185,nan
qmof-a1d9b6f.res,9.39496,3
qmof-a1deee8.res,13.04545,3
qmof-a1dfcbf.res,2.24499,nan
qmof-a1e0b3b.res,4.61331,1
qmof-a1e22bf.res,0.97407,nan
qmof-a1e69b0.res,11.24064,1
qmof-a1e8177.res,5.40966,1
qmof-a1f0e89.res,13.94803,3
qmof-a1f7295.res,3.02035,1
qmof-a1fb394.res,1.03554,nan
qmof-a20a60f.res,1.93334,nan
qmof-a20d3c9.res,20.8943,3
qmof-a20d4f3.res,0.74061,nan
qmof-a21d1e4.res,0.88852,nan
qmof-a2257be.res,23.75133,3
qmof-a22eb9b.res,0.92726,nan
qmof-a239802.res,2.99239,1
qmof-a2408a4.res,1.98385,nan
qmof-a248a94.res,1.15262,nan
qmof-a24e826.res,1.09684,nan
qmof-a268ce5.res,3.55714,1
qmof-a2745e9.res,1.12415,nan
qmof-a2890cd.res,1.65661,nan
qmof-a29f85e.res,1.4517,nan
qmof-a2a082e.res,0.96785,nan
qmof-a2a9bf5.res,1.13921,nan
qmof-a2aa4aa.res,0.68226,nan
qmof-a2b6d91.res,2.1503,nan
qmof-a2b803b.res,3.04304,1
qmof-a2d344d.res,2.47726,1
qmof-a2d4eaa.res,1.12585,nan
qmof-a2d8489.res,20.83629,1
qmof-a2d95c3.res,8.00692,3
qmof-a2e17c9.res,0.93459,nan
qmof-a2ebc30.res,4.99087,1
qmof-a2ee661.res,9.18285,1
qmof-a2f8325.res,7.57772,2
qmof-a2f938d.res,14.17276,3
qmof-a2fa029.res,1.76661,nan
qmof-a30571c.res,15.32824,3
qmof-a30aa75.res,11.51122,1
qmof-a328797.res,12.47218,1
qmof-a32a160.res,16.35529,3
qmof-a32a727.res,2.05206,nan
qmof-a32d5ff.res,2.45391,1
qmof-a33e313.res,24.03336,3
qmof-a33f06a.res,4.74507,3
qmof-a33f7c9.res,7.11839,3
qmof-a342218.res,6.52594,3
qmof-a353c59.res,6.69648,2
qmof-a3576ea.res,7.79495,3
qmof-a3633ca.res,4.00841,3
qmof-a364837.res,3.35889,3
qmof-a36b34a.res,10.0862,3
qmof-a36de4b.res,0.97189,nan
qmof-a372b4b.res,7.40814,3
qmof-a373c39.res,16.53189,1
qmof-a3753d9.res,2.41705,1
qmof-a377fcc.res,6.45701,3
qmof-a37bcdb.res,6.19945,3
qmof-a37c7c3.res,1.49396,nan
qmof-a37cb61.res,4.35407,3
qmof-a37f8d6.res,3.35552,3
qmof-a382c1b.res,6.68835,3
qmof-a3936a0.res,1.2951,nan
qmof-a39fc01.res,3.79078,1
qmof-a3a95de.res,1.52034,nan
qmof-a3bdd9f.res,3.189,1
qmof-a3c0179.res,14.90189,3
qmof-a3cf233.res,5.7276,3
qmof-a3d03e6.res,0.94989,nan
qmof-a3d0c86.res,1.31989,nan
qmof-a3dadbc.res,0.91512,nan
qmof-a3dbed5.res,10.37326,3
qmof-a3e01fb.res,12.55269,3
qmof-a3e45d0.res,1.04073,nan
qmof-a3f50f5.res,3.60527,1
qmof-a3fad3b.res,8.71913,3
qmof-a40de84.res,4.98686,1
qmof-a4114e9.res,9.57378,1
qmof-a412d83.res,0.87905,nan
qmof-a41b944.res,4.16388,2
qmof-a4260ff.res,0.96783,nan
qmof-a42d702.res,1.00914,nan
qmof-a42d965.res,1.47277,nan
qmof-a42e31c.res,2.32493,nan
qmof-a42fc49.res,0.94151,nan
qmof-a433d62.res,1.24389,nan
qmof-a43e5fc.res,9.93011,3
qmof-a442a79.res,1.34317,nan
qmof-a45536d.res,2.38768,nan
qmof-a45ca63.res,0.85518,nan
qmof-a46c6f8.res,4.49542,3
qmof-a487143.res,1.2768,nan
qmof-a4921a2.res,2.95652,1
qmof-a4a3887.res,1.26466,nan
qmof-a4b3531.res,1.07568,nan
qmof-a4b48c8.res,7.11612,3
qmof-a4d3297.res,7.71858,3
qmof-a4d3459.res,10.32803,3
qmof-a4fb40a.res,14.54879,3
qmof-a4fd570.res,0.76604,nan
qmof-a504f89.res,9.81415,2
qmof-a5088d3.res,5.08792,1
qmof-a513da5.res,6.14227,2
qmof-a517cdf.res,5.10676,3
qmof-a51b2a6.res,3.51676,1
qmof-a51c5af.res,9.44168,3
qmof-a53daff.res,9.43795,3
qmof-a559dcb.res,7.75205,3
qmof-a567c29.res,6.623,3
qmof-a56ab4f.res,1.35235,nan
qmof-a5946bb.res,4.95719,3
qmof-a59ed25.res,1.46253,nan
qmof-a5a012b.res,6.83827,1
qmof-a5a2ea2.res,3.13133,1
qmof-a5a42fa.res,5.10381,3
qmof-a5abc50.res,11.35608,3
qmof-a5bc4fb.res,2.36255,nan
qmof-a5c3c82.res,2.82636,1
qmof-a5c7ba1.res,8.87217,3
qmof-a5d83e7.res,1.1445,nan
qmof-a5fc466.res,7.79288,1
qmof-a621406.res,0.96599,nan
qmof-a62568c.res,1.1102,nan
qmof-a62e471.res,0.78788,nan
qmof-a633b21.res,1.3497,nan
qmof-a645700.res,0.98073,nan
qmof-a653a76.res,1.55067,nan
qmof-a6685ea.res,7.14567,3
qmof-a66ef72.res,3.965,3
qmof-a67842f.res,4.88008,3
qmof-a67dee3.res,7.36764,3
qmof-a67f501.res,1.91501,nan
qmof-a680360.res,0.85617,nan
qmof-a687e6e.res,0.83941,nan
qmof-a6894e8.res,0.973,nan
qmof-a692989.res,11.25835,3
qmof-a694bf7.res,8.9824,3
qmof-a6968c4.res,3.67307,3
qmof-a69e224.res,0.95817,nan
qmof-a6a11b6.res,0.72925,nan
qmof-a6a203e.res,7.60989,3
qmof-a6ae0f1.res,1.10596,nan
qmof-a6bbcbb.res,7.18805,3
qmof-a6c2dc0.res,0.97588,nan
qmof-a6c3e4f.res,0.87206,nan
qmof-a6c7492.res,1.0146,nan
qmof-a6c81dd.res,0.88223,nan
qmof-a6cbf6a.res,10.15877,3
qmof-a6d1765.res,1.1809,nan
qmof-a6d9dca.res,1.34588,nan
qmof-a6e0d05.res,2.17533,nan
qmof-a6e18ae.res,1.15543,nan
qmof-a6e5426.res,1.81339,nan
qmof-a6f1445.res,3.72929,1
qmof-a6f287b.res,1.35651,nan
qmof-a6f3f87.res,4.20167,3
qmof-a6fc90c.res,3.36743,1
qmof-a704d35.res,1.05542,nan
qmof-a70dc58.res,4.73866,2
qmof-a72a09b.res,1.38285,nan
qmof-a72a815.res,1.20952,nan
qmof-a72cd02.res,0.76434,nan
qmof-a740fb7.res,1.08897,nan
qmof-a7453c3.res,0.97604,nan
qmof-a74572e.res,4.00649,2
qmof-a74574d.res,3.5018,3
qmof-a74b442.res,1.78416,nan
qmof-a7528b2.res,5.04621,1
qmof-a758683.res,4.50604,3
qmof-a75c84c.res,1.13286,nan
qmof-a76ae33.res,1.03254,nan
qmof-a775660.res,0.88443,nan
qmof-a77a87b.res,20.52633,1
qmof-a797022.res,4.75223,3
qmof-a798dd6.res,4.20684,3
qmof-a79f7a8.res,1.1579,nan
qmof-a7a4796.res,1.74182,nan
qmof-a7a93aa.res,0.91214,nan
qmof-a7aff20.res,0.95696,nan
qmof-a7b0d73.res,1.68214,nan
qmof-a7b40bb.res,2.24868,nan
qmof-a7b5390.res,0.92286,nan
qmof-a7bfd90.res,11.7754,3
qmof-a7c79f1.res,3.31602,1
qmof-a7cf6af.res,7.9923,3
qmof-a7d6d40.res,4.96545,3
qmof-a7d6e06.res,1.19707,nan
qmof-a7d7957.res,2.7597,2
qmof-a7ef366.res,0.95493,nan
qmof-a7efc17.res,9.88041,3
qmof-a7f487c.res,1.3656,nan
qmof-a7fbfd6.res,7.90043,3
qmof-a7ffaa5.res,0.73662,nan
qmof-a80a28a.res,3.32682,1
qmof-a80bb05.res,3.10379,1
qmof-a81b7c9.res,1.00979,nan
qmof-a81e277.res,9.02191,3
qmof-a820aa0.res,2.77217,1
qmof-a827770.res,10.01127,3
qmof-a84827d.res,8.56817,3
qmof-a84f36c.res,18.58091,1
qmof-a85c892.res,4.33515,2
qmof-a85f0c7.res,5.56249,2
qmof-a86da74.res,5.70269,3
qmof-a8728d7.res,4.99199,3
qmof-a8784c9.res,1.08989,nan
qmof-a879a21.res,0.93643,nan
qmof-a884796.res,8.87631,3
qmof-a8920a9.res,2.35624,nan
qmof-a89c5d6.res,6.25255,3
qmof-a89e4a8.res,9.94744,3
qmof-a8a3590.res,1.59133,nan
qmof-a8abb47.res,1.53611,nan
qmof-a8bcd49.res,4.01257,3
qmof-a8bee64.res,3.13336,1
qmof-a8c0450.res,3.84193,3
qmof-a8c7976.res,1.75158,nan
qmof-a8c8008.res,6.33858,1
qmof-a8d67c2.res,1.10671,nan
qmof-a8de798.res,4.85891,2
qmof-a8ea913.res,8.47334,3
qmof-a8ed505.res,1.48198,nan
qmof-a8f402a.res,1.04651,nan
qmof-a9002ca.res,1.31643,nan
qmof-a906618.res,14.51413,3
qmof-a90ec1a.res,0.91637,nan
qmof-a911695.res,0.6813,nan
qmof-a911d27.res,10.79405,3
qmof-a915127.res,0.85229,nan
qmof-a9166ed.res,3.22174,3
qmof-a91d4fe.res,6.03614,1
qmof-a92c7de.res,0.63931,nan
qmof-a92da8c.res,1.89396,nan
qmof-a939f36.res,4.95321,3
qmof-a93a8a2.res,1.3976,nan
qmof-a93d8c6.res,7.60634,3
qmof-a952798.res,1.04964,nan
qmof-a956203.res,1.06627,nan
qmof-a95989e.res,1.45168,nan
qmof-a95a0d6.res,1.00813,nan
qmof-a95d07f.res,0.74405,nan
qmof-a960f82.res,7.86249,3
qmof-a962785.res,3.92425,3
qmof-a96469f.res,1.79119,nan
qmof-a9805bf.res,0.96713,nan
qmof-a99aeba.res,1.80141,nan
qmof-a99c7d0.res,8.8353,2
qmof-a9a917d.res,0.96522,nan
qmof-a9b8618.res,2.25785,nan
qmof-a9bd3f7.res,4.67873,1
qmof-a9be673.res,5.02075,1
qmof-a9d0bad.res,0.81394,nan
qmof-a9e277d.res,4.81792,1
qmof-a9e5638.res,0.94356,nan
qmof-a9e8f7c.res,1.06234,nan
qmof-a9f6b42.res,0.94189,nan
qmof-a9f842f.res,1.19318,nan
qmof-aa0100a.res,0.96759,nan
qmof-aa014ee.res,0.89111,nan
qmof-aa022aa.res,19.78373,3
qmof-aa19f13.res,9.92741,3
qmof-aa2679c.res,4.72367,3
qmof-aa35cfd.res,3.67731,3
qmof-aa3bc0e.res,11.26335,3
qmof-aa3e438.res,8.92154,1
qmof-aa5070e.res,1.16485,nan
qmof-aa5700f.res,0.86759,nan
qmof-aa59780.res,7.80735,2
qmof-aa5a1e3.res,9.05953,1
qmof-aa662d6.res,0.58961,nan
qmof-aa6660b.res,13.11496,3
qmof-aa6858c.res,1.41645,nan
qmof-aa7d356.res,1.13875,nan
qmof-aa82102.res,13.58857,1
qmof-aa83aa8.res,0.94477,nan
qmof-aa8f56c.res,7.58259,3
qmof-aa92de8.res,1.03961,nan
qmof-aa9c063.res,0.5956,nan
qmof-aaa4160.res,0.98715,nan
qmof-aaacbaa.res,7.62028,3
qmof-aab2608.res,8.94765,3
qmof-aabccf4.res,4.31058,1
qmof-aac899c.res,0.82743,nan
qmof-aad07bd.res,0.90716,nan
qmof-aad417f.res,3.70586,3
qmof-aae514f.res,3.21738,2
qmof-aae9bb5.res,0.9644,nan
qmof-aaf6969.res,1.09651,nan
qmof-aafcf3a.res,20.23789,1
qmof-ab031ec.res,6.72111,3
qmof-ab0e24b.res,3.37627,3
qmof-ab20ef3.res,6.3479,3
qmof-ab2218a.res,2.40062,1
qmof-ab232ec.res,3.21627,1
qmof-ab26a1c.res,7.45155,1
qmof-ab42bcd.res,0.94579,nan
qmof-ab4928e.res,3.39644,1
qmof-ab57f22.res,1.03387,nan
qmof-ab5e0e2.res,3.27898,1
qmof-ab61efa.res,3.2938,3
qmof-ab731b1.res,3.54225,3
qmof-ab8259d.res,1.03839,nan
qmof-ab8a714.res,1.3726,nan
qmof-ab8d1a0.res,5.62417,3
qmof-ab953dd.res,22.44447,1
qmof-ab96019.res,9.20241,3
qmof-abab937.res,3.6213,3
qmof-abb0c43.res,11.41495,3
qmof-abb90e8.res,1.423,nan
qmof-abc0aa1.res,6.67123,3
qmof-abc132f.res,3.30226,1
qmof-abd1ccd.res,9.85433,3
qmof-abdc322.res,7.8505,2
qmof-abe34ab.res,10.37488,2
qmof-abe36c3.res,9.52467,3
qmof-abe6699.res,1.1848,nan
qmof-ac0374e.res,11.48969,3
qmof-ac06c00.res,1.21921,nan
qmof-ac1272b.res,1.27484,nan
qmof-ac208a4.res,2.10339,nan
qmof-ac38828.res,0.93358,nan
qmof-ac3d817.res,6.73268,3
qmof-ac5170e.res,1.10196,nan
qmof-ac5fb8a.res,0.91354,nan
qmof-ac61250.res,7.5689,2
qmof-ac756ee.res,7.82905,2
qmof-ac8711c.res,4.56732,2
qmof-ac9eb6b.res,2.64687,1
qmof-aca00b3.res,5.4183,3
qmof-acb7f1c.res,6.83008,3
qmof-acc6761.res,11.71251,1
qmof-acda6c2.res,11.04323,3
qmof-ace4b80.res,1.81045,nan
qmof-aceaa1d.res,0.6506,nan
qmof-acebfa5.res,1.9619,nan
qmof-acf445e.res,9.66538,3
qmof-ad02239.res,3.86758,2
qmof-ad0bfc8.res,1.01562,nan
qmof-ad36e2f.res,3.88779,3
qmof-ad3b37b.res,6.81242,2
qmof-ad3c4dd.res,4.02302,3
qmof-ad40882.res,3.62689,1
qmof-ad41715.res,8.59054,3
qmof-ad42031.res,1.14823,nan
qmof-ad45166.res,5.25331,1
qmof-ad473d2.res,29.83141,3
qmof-ad4a6de.res,15.15353,3
qmof-ad4b0d7.res,11.73049,1
qmof-ad52eb9.res,0.65624,nan
qmof-ad67f2c.res,0.92362,nan
qmof-ad7ba6d.res,10.26334,3
qmof-ad80379.res,0.80651,nan
qmof-ad87731.res,1.24231,nan
qmof-adb1dab.res,6.56841,3
qmof-adb2c4d.res,4.93405,1
qmof-adbea3e.res,9.31334,1
qmof-adc0e78.res,1.66618,nan
qmof-add590e.res,5.18891,2
qmof-add6b39.res,6.79492,3
qmof-adf0b90.res,20.40553,3
qmof-ae10753.res,9.21651,3
qmof-ae1386e.res,1.41752,nan
qmof-ae1b6bd.res,0.78415,nan
qmof-ae1ca4c.res,1.31382,nan
qmof-ae25101.res,1.75405,nan
qmof-ae283f2.res,8.4311,3
qmof-ae2eedb.res,1.89628,nan
qmof-ae38f9c.res,7.14214,3
qmof-ae3974c.res,2.20235,nan
qmof-ae3b943.res,4.83713,2
qmof-ae3c113.res,5.06737,3
qmof-ae4bb38.res,2.91284,3
qmof-ae6b8ab.res,7.80104,2
qmof-ae7c007.res,2.36352,nan
qmof-ae898ee.res,3.34966,1
qmof-ae8c853.res,2.81844,1
qmof-ae99cce.res,0.81885,nan
qmof-ae9aa06.res,3.69496,3
qmof-ae9caec.res,6.05118,3
qmof-aea7c01.res,3.71828,3
qmof-aeb27bc.res,2.38931,nan
qmof-aebe28e.res,1.16589,nan
qmof-aec6703.res,9.23774,1
qmof-aed4501.res,10.48543,1
qmof-aef39ca.res,3.51111,1
qmof-af0b1e5.res,5.20696,3
qmof-af13869.res,5.60763,2
qmof-af2bbe9.res,4.7505,3
qmof-af3ceb6.res,5.44039,3
qmof-af6bd63.res,1.41215,nan
qmof-af71c28.res,4.85303,3
qmof-af8d1a9.res,1.16695,nan
qmof-af907bf.res,5.13219,3
qmof-af9803a.res,4.22647,3
qmof-afae87d.res,5.66214,2
qmof-afb0a94.res,3.19998,1
qmof-afb6535.res,2.67962,1
qmof-afb7457.res,3.79495,1
qmof-afb86c2.res,14.00574,3
qmof-afb9195.res,1.17169,nan
qmof-afbfd10.res,21.90847,1
qmof-afc8143.res,1.21747,nan
qmof-afcd814.res,1.45728,nan
qmof-afcf17f.res,3.54846,3
qmof-afcfed2.res,2.26441,nan
qmof-afd3d78.res,0.80098,nan
qmof-aff1642.res,7.64341,2
qmof-aff9124.res,10.4085,3
qmof-affcedc.res,7.88525,3
qmof-b001a65.res,0.64765,nan
qmof-b0179be.res,5.14313,2
qmof-b01aecb.res,1.42586,nan
qmof-b023388.res,1.36237,nan
qmof-b03607d.res,1.31955,nan
qmof-b03916f.res,1.10673,nan
qmof-b0402ac.res,5.03489,1
qmof-b0410f7.res,7.89506,3
qmof-b041a69.res,7.69611,1
qmof-b043741.res,2.16007,nan
qmof-b04cfde.res,1.09963,nan
qmof-b050ede.res,6.1155,2
qmof-b053409.res,4.33205,1
qmof-b053c87.res,3.3739,3
qmof-b0602aa.res,1.46492,nan
qmof-b06e757.res,9.4578,1
qmof-b077645.res,4.37005,3
qmof-b078db5.res,4.91351,3
qmof-b089614.res,9.0341,3
qmof-b0a286a.res,22.25126,1
qmof-b0a3596.res,0.97096,nan
qmof-b0b6587.res,7.58198,1
qmof-b0b952a.res,20.15248,1
qmof-b0c92ad.res,7.00255,1
qmof-b0d6ab2.res,1.04707,nan
qmof-b0d70e5.res,1.22885,nan
qmof-b0ddd80.res,1.10735,nan
qmof-b0e2c87.res,0.84713,nan
qmof-b0e6373.res,3.13846,3
qmof-b0ed692.res,1.4884,nan
qmof-b0edd58.res,0.89512,nan
qmof-b0ffd45.res,8.72356,3
qmof-b1020c2.res,4.82094,1
qmof-b10a178.res,0.882,nan
qmof-b10bfd5.res,3.39079,3
qmof-b110f68.res,2.15153,nan
qmof-b11bf9e.res,0.89221,nan
qmof-b127925.res,3.74823,1
qmof-b13204c.res,0.86707,nan
qmof-b13adc9.res,2.78751,1
qmof-b14702d.res,1.05962,nan
qmof-b15083e.res,6.28466,2
qmof-b155f2f.res,4.50289,3
qmof-b16fea6.res,8.98655,3
qmof-b190302.res,1.52443,nan
qmof-b193d49.res,9.99365,3
qmof-b1a98b4.res,0.99241,nan
qmof-b1ab823.res,5.66826,3
qmof-b1b05e2.res,2.25402,nan
qmof-b1b2117.res,2.93859,1
qmof-b1bac88.res,6.66762,3
qmof-b1c4ebd.res,2.45822,1
qmof-b1cbe7a.res,10.15739,1
qmof-b1d0e6e.res,4.40111,1
qmof-b1d5255.res,0.85554,nan
qmof-b1d8a63.res,11.93071,3
qmof-b1e3539.res,1.11866,nan
qmof-b1e5ed5.res,4.66987,1
qmof-b1f0ef7.res,0.96537,nan
qmof-b202db2.res,1.93363,nan
qmof-b20c78b.res,1.16222,nan
qmof-b20f8f8.res,5.63077,1
qmof-b219fe4.res,4.36091,2
qmof-b223836.res,3.96427,3
qmof-b233d71.res,8.89538,3
qmof-b23c232.res,12.00488,3
qmof-b250c9b.res,5.14194,2
qmof-b2529fd.res,6.72637,3
qmof-b26919c.res,0.58966,nan
qmof-b26c8e2.res,1.3667,nan
qmof-b27390f.res,1.42141,nan
qmof-b284333.res,1.02063,nan
qmof-b28980a.res,10.47483,3
qmof-b28c140.res,0.95746,nan
qmof-b298211.res,3.12798,1
qmof-b2a0c99.res,4.44391,1
qmof-b2a2ee0.res,21.55119,1
qmof-b2b6f0e.res,1.31194,nan
qmof-b2b9a3a.res,5.01094,3
qmof-b2c1954.res,5.50789,3
qmof-b2c1af9.res,13.64905,3
qmof-b2c7c73.res,7.11643,3
qmof-b2c9241.res,3.31261,3
qmof-b2c9f1f.res,9.54727,3
qmof-b2cebad.res,2.19098,nan
qmof-b2d1a59.res,1.2693,nan
qmof-b2dbb73.res,0.62657,nan
qmof-b2e3944.res,11.66277,1
qmof-b2f2b6c.res,3.27659,3
qmof-b2f4f8a.res,0.93436,nan
qmof-b2fa897.res,14.53496,3
qmof-b2fbb84.res,1.65573,nan
qmof-b30e8a7.res,3.3243,1
qmof-b310fab.res,4.55303,3
qmof-b321532.res,3.03571,1
qmof-b3220dc.res,4.60417,3
qmof-b3296f3.res,11.58479,3
qmof-b32c7d2.res,7.23259,1
qmof-b32d46b.res,1.06142,nan
qmof-b32e549.res,4.29058,1
qmof-b334eed.res,5.69488,3
qmof-b344319.res,8.59676,3
